Unnamed: 0,country,designation,points,price,province,region_1,region_2,variety,winery
1010,US,Black Family Estate,88,75.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,The Four Graces
1014,US,Forty Two,88,42.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Brecon Estate
1015,US,Profonde Winemaker's Reserve,88,48.0,California,Temecula Valley,South Coast,Red Blend,Callaway
1019,US,Elivette,88,125.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Spring Mountain Vineyard
1025,US,Vogelzang,88,42.0,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Dragonette
1027,US,Estate,88,34.0,Oregon,Rogue Valley,Southern Oregon,Grenache,Folin Cellars
1030,US,Miljenko's Selection,88,60.0,California,Carneros,Napa-Sonoma,Chardonnay,Grgich Hills
1037,US,Spofford Station,88,28.0,Oregon,Walla Walla Valley (OR),Oregon Other,Syrah,WildAire
1066,US,Old Vine Reserve,94,38.0,California,Amador County,Sierra Foothills,Zinfandel,Scott Harvey
1068,US,Family Reserve MMXIV,94,100.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Trisaetum
1069,US,Bergström Vineyard,94,95.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Bergström
1075,US,Red Shoulder Ranch,94,52.0,California,Carneros,Napa-Sonoma,Chardonnay,Shafer
1078,US,Old Stones,94,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Bergström
1079,US,Elusive Queen,94,85.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Big Table Farm
1080,US,Ribbon Ridge Estate,94,32.0,Oregon,Ribbon Ridge,Willamette Valley,Riesling,Trisaetum
1081,US,Wichmann Dundee Estate,94,32.0,Oregon,Dundee Hills,Willamette Valley,Riesling,Trisaetum
1082,US,The Tribe Vineyard,94,120.0,Oregon,Walla Walla Valley (OR),Oregon Other,Syrah,Horsepower
1085,US,Perspective Estate,94,38.0,California,Rutherford,Napa,Zinfandel,Tres Sabores
1087,US,Terra De Promissio Vineyard,94,58.0,California,Sonoma Coast,Sonoma,Pinot Noir,Williams Selyem
1088,US,Cailloux Vineyard,94,85.0,Oregon,Walla Walla Valley (OR),Oregon Other,Syrah,Cayuse
1091,US,Emmaline Ann Vineyard,94,75.0,California,Sonoma Coast,Sonoma,Pinot Noir,Cobb
1092,US,Old Vines,94,50.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Dion
1094,US,Zéphirine,94,60.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Drouhin Oregon Roserock
1097,US,StevensSweets Late Harvest,90,15.0,Washington,Yakima Valley,Columbia Valley,Viognier,Stevens
1099,US,Caverio,90,40.0,California,Paso Robles,Central Coast,G-S-M,Sextant
1102,US,Charles Heintz Vineyard,90,45.0,California,Sonoma Coast,Sonoma,Chardonnay,Landmark
1106,US,Outcast,90,35.0,Washington,Yakima Valley,Columbia Valley,Cabernet Franc,Barrage Cellars
1107,US,California Series,90,20.0,California,Yolo County,Central Valley,Zinfandel,Berryessa Gap
1108,US,Le Cigare Volant,90,38.0,California,Central Coast,Central Coast,Rhône-style Red Blend,Bonny Doon
1113,US,Horse Heaven Vineyard,90,15.0,Washington,Horse Heaven Hills,Columbia Valley,Sauvignon Blanc,Chateau Ste. Michelle
1117,US,Reserve,90,56.0,California,Paso Robles,Central Coast,Zinfandel,Daou
1122,US,Zero Degree Dry,84,16.0,New York,Seneca Lake,Finger Lakes,Riesling,Three Brothers
1123,US,Dessert Wine Estate Wilridge Vineyard,84,40.0,Washington,Naches Heights,Columbia Valley,Pinot Gris,Wilridge
1124,US,Vintage Estate Dessert Wine Wilridge Vineyard,84,20.0,Washington,Naches Heights,Columbia Valley,Red Blend,Wilridge
1125,US,Estate Grown,84,38.0,California,Sonoma Mountain,Sonoma,Pinot Noir,Belden Barns
1130,US,You be the judge!,84,65.0,California,Napa Valley,Napa,Cabernet Sauvignon,In Re
1139,US,Las Viñas del Señor,84,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Madrigal
1140,US,Proprietor's Special Reserve,84,25.0,New York,Hudson River Region,New York Other,Chardonnay,Millbrook
1151,US,Meleau White Specialty Wine,83,45.0,New York,New York,New York Other,White Blend,Ports of New York
1152,US,Narcissa Red,87,24.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Whitman Cellars
1166,US,Estate,86,18.0,California,Sonoma Valley,Sonoma,Merlot,Wellington
1168,US,Cedarosa,86,26.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Lost River
1172,US,Durell Vineyard,86,48.0,California,Sonoma Coast,Sonoma,Pinot Noir,Pali
1173,US,Nugent Vineyard,86,40.0,California,Russian River Valley,Sonoma,Pinot Noir,Robert Stemmler
1203,US,California Series,87,14.0,California,California,California Other,Zinfandel,Cambridge & Sunset
1206,US,Apreciação Estate Vineyard,87,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Coelho
1210,US,Reserve,93,52.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,St. Francis
1211,US,Vermejo Deux Chevaux Vineyard,93,115.0,California,Yountville,Napa,Bordeaux-style Red Blend,Tamber Bey
1212,US,Dierberg,93,60.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Tantara
1214,US,Dry Stack Vineyard,93,55.0,California,Bennett Valley,Sonoma,Sauvignon Blanc,Aesthete
1216,US,Paradise City,93,60.0,California,Paso Robles Willow Creek District,Central Coast,Syrah,Barton
1219,US,Fauve Thompson Vineyard,93,75.0,California,Santa Barbara County,Central Coast,Syrah,Central Coast Group Project
1221,US,Pommard Clone,93,58.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
1223,US,Rainbow Cuvée,93,65.0,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
1226,US,Rochioli Vineyard,93,49.0,California,Russian River Valley,Sonoma,Chardonnay,Longboard
1227,US,Points West,93,32.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Piro
1228,US,Reserve,93,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Point & Line
1230,US,La Encantada,93,65.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Tantara
1231,US,Vasthoudend,93,40.0,California,Monterey,Central Coast,Red Blend,White Hart Wine
1233,US,Sexton Hill Vineyard Estate Grown Estate Bottled,92,42.0,California,Russian River Valley,Sonoma,Pinot Noir,Balletto
1235,US,Toro de Paso,92,48.0,California,Central Coast,Central Coast,Red Blend,Bodega de Edgar
1236,US,West Point,92,36.0,California,Santa Maria Valley,Central Coast,Chardonnay,Cambria
1244,US,Mountainside Vineyards Proprietary Red Wine,88,50.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Erba
1248,US,Goose Ridge Estate Vineyard Meritage Red Wine,88,50.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Sol Duc
1249,US,HVH Red Blend,88,20.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Horan Estates
1254,US,Summit Reserve,88,10.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Washington Hills
1264,US,Siebert Ranch,85,35.0,California,Russian River Valley,Sonoma,Pinot Noir,Ancient Oak Cellars
1267,US,The Franc,85,20.0,California,California,California Other,Cabernet Franc,Cosentino
1271,US,Earthquake,85,26.0,California,Lodi,Central Valley,Petite Sirah,Michael David
1276,US,Estate Grown,84,70.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Petroni
1277,US,Estate Grown,84,24.0,California,Sonoma Valley,Sonoma,Sauvignon Blanc,Petroni
1298,US,Estate Grown,89,36.0,California,Fair Play,Sierra Foothills,Syrah,Cedar Creek
1307,US,Holstein Vineyard,89,40.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Purple Hands
1309,US,Monte Rosso Vineyard,89,45.0,California,Sonoma Valley,Sonoma,Zinfandel,Rosenblum
1310,US,Reflections of Still Waters,89,40.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Still Waters
1311,US,Stuhlmuller Vineyards Reserve,89,32.0,California,Alexander Valley,Sonoma,Chardonnay,Summers
1317,US,Estate,90,42.0,California,Russian River Valley,Sonoma,Petite Sirah,Viszlay Vineyards
1318,US,Winemaker's Reserve Estate,90,98.0,California,Russian River Valley,Sonoma,Cabernet Sauvignon,Viszlay Vineyards
1324,US,Ampelos Vineyard,90,35.0,California,Sta. Rita Hills,Central Coast,Syrah,Ampelos
1325,US,Mayhem,90,56.0,California,Paso Robles,Central Coast,Syrah,Ascencion
1328,US,Scarlett,90,38.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Challen
1334,US,Little Lotus Flower,90,22.0,New York,Finger Lakes,Finger Lakes,Sauvignon Blanc,Damiani
1335,US,Dry,90,18.0,New York,Finger Lakes,Finger Lakes,Rosé,Damiani
1336,US,Throne,90,42.0,California,Russian River Valley,Sonoma,G-S-M,Davis Family
1343,US,Rendition,90,38.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Écluse
1355,US,Cutthroat Red,86,35.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Flying Trout
1359,US,Goldie's Vineyard,86,17.0,California,Russian River Valley,Sonoma,Pinot Noir,Toad Hollow
1362,US,Côtes de Tablas Blanc,86,27.0,California,Paso Robles,Central Coast,Rhône-style White Blend,Tablas Creek
1373,US,Reserve,86,20.0,California,El Dorado,Sierra Foothills,Zinfandel,Lava Cap
1376,US,Terra d'Oro,86,18.0,California,Amador County,Sierra Foothills,Syrah,Montevina
1378,US,Cs,86,18.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Substance
1380,US,Rosado,86,12.0,California,Sierra Foothills,Sierra Foothills,Rosé,Stevenot
1381,US,Tumbas Vineyard,86,18.0,California,Shenandoah Valley (CA),Sierra Foothills,Viognier,Stonehouse
1383,US,Silvaspoons Vineyard,86,15.0,California,Lodi,Central Valley,Verdelho,Fenestra
1392,US,Hicks Family Vineyard,88,48.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Apriori
1395,US,Bacchus Collection Estate Vineyard,88,40.0,California,Carneros,Napa-Sonoma,Pinot Meunier,Bouchaine
1405,US,The Tower,88,22.0,California,Dry Creek Valley,Sonoma,White Blend,Martin Ray
1406,US,Old Head,88,15.0,California,Dunnigan Hills,Central Valley,Chardonnay,Matchbook
1417,US,Somers Ranch,93,38.0,California,Dry Creek Valley,Sonoma,Zinfandel,Dry Creek Vineyard
1418,US,XVI,93,45.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Dunham
1419,US,Ciel du Cheval Vineyard Reserve,93,50.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Tamarack Cellars
1423,US,SOMA,93,86.0,California,Napa Valley,Napa,Cabernet Sauvignon,Marita's Vineyard
1428,US,Collinetta Vineyard,92,85.0,California,Coombsville,Napa,Cabernet Sauvignon,Rocca
1429,US,Columbia Rediviva Phinny Hill Vineyard,92,50.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Buty
1430,US,Silver,92,120.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Caldwell
1431,US,Stoneridge Vineyard,92,30.0,Washington,Columbia Valley (WA),Columbia Valley,Viognier,Charles Smith
1435,US,Bello Rosso,92,32.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon-Sangiovese,Walla Walla Vintners
1436,US,Sagemoor Vineyard,92,40.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Walla Walla Vintners
1439,US,Upright Klipsun Vineyard,92,39.0,Washington,Red Mountain,Columbia Valley,Merlot,Efeste
1440,US,PreVail Back Forty,92,85.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Ferrari-Carano
1443,US,Authenticity,94,75.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Epoch Estate Wines
1444,US,Limited Release,94,120.0,California,Napa Valley,Napa,Cabernet Sauvignon,Z. Alexander Brown
1448,US,The Derivative,94,28.0,California,Sonoma County,Sonoma,White Blend,Carlisle
1455,US,Ingenuity,94,70.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Epoch Estate Wines
1456,US,Cabernet Bosché,94,150.0,California,Rutherford,Napa,Cabernet Sauvignon,Freemark Abbey
1459,US,Cliff Hanger,94,72.0,California,Happy Canyon of Santa Barbara,Central Coast,Cabernet Sauvignon,Grimm's Bluff
1461,US,Estate Grown,93,35.0,California,St. Helena,Napa,Sauvignon Blanc,Joseph Phelps
1466,US,Fortis,93,175.0,California,Napa Valley,Napa,Cabernet Sauvignon,Pine Ridge
1467,US,Bien Nacido Vineyard,93,36.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Sandler
1469,US,Three Twins Vineyard,93,110.0,California,St. Helena,Napa,Cabernet Sauvignon,Stone The Crows
1470,US,Hollister Edna Ranch,93,100.0,California,Edna Valley,Central Coast,Pinot Noir,Tolosa
1472,US,Sievers Reserve,93,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Volker Eisele Family Estate
1481,US,Valley Oaks,85,9.0,California,California,California Other,Riesling,Fetzer
1485,US,Bancroft Ranch Vineyard,85,75.0,California,Napa Valley,Napa,Merlot,Beringer
1487,US,Reserve,85,22.0,California,Carneros,Napa-Sonoma,Pinot Noir,Carneros Creek
1494,US,Vintage Port,85,34.0,California,Paso Robles,Central Coast,Port,Robert Hall
1495,US,Trompettes,85,65.0,California,Mount Veeder,Napa,Bordeaux-style Red Blend,Rubissow
1502,US,Baranoff Vineyard,92,71.0,California,Russian River Valley,Sonoma,Pinot Noir,Small Vines
1504,US,Temperance Hill,92,60.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Bergström
1510,US,Barrack Brand,92,42.0,California,Santa Ynez Valley,Central Coast,Merlot,Happy Canyon Vineyard
1514,US,Inchinnan,92,54.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Carabella
1515,US,Vintage Selection,92,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,Charles Krug
1523,US,Reserve,92,48.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Rex Hill
1525,US,The Premier,92,100.0,California,Livermore Valley,Central Coast,Cabernet Sauvignon,Steven Kent
1557,US,Precious Mountain Vineyard,99,94.0,California,Sonoma Coast,Sonoma,Pinot Noir,Williams Selyem
1560,US,Red Wine,98,50.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Pirouette
1565,US,No. 1,97,150.0,California,Napa Valley,Napa,Cabernet Sauvignon,JCB
1567,US,Allen Vineyard,97,82.0,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
1574,US,Reserve,96,125.0,California,Oakville,Napa,Cabernet Sauvignon,Groth
1577,US,Rochioli Riverblock Vineyard,96,78.0,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
1579,US,Flax Vineyard,95,56.0,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
1583,US,Grand Ciel Vineyard,95,60.0,Washington,Red Mountain,Columbia Valley,Syrah,Doyenne
1586,US,Sawmill Creek Vineyards,88,34.0,New York,Finger Lakes,Finger Lakes,Syrah,Billsboro
1587,US,Reserve Selection,88,35.0,California,Oakville,Napa,Chardonnay,C'est Bon
1591,US,Célèbre Crémant,88,21.0,New York,Finger Lakes,Finger Lakes,Riesling,Château Frank
1598,US,Indian Wells,88,18.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Chateau Ste. Michelle
1600,US,The Original,88,10.0,California,California,California Other,Pinot Noir,Dark Horse
1602,US,Aunt Diane's Vineyard,88,16.0,Washington,Columbia Gorge (WA),Washington Other,Riesling,Dowsett Family
1606,US,Semi Dry,87,20.0,New York,North Fork of Long Island,Long Island,Riesling,Paumanok
1610,US,Estate Vineyard,87,24.0,Washington,Walla Walla Valley (WA),Columbia Valley,Albariño,Castillo De Feliciana
1643,US,Lot 11,85,11.0,California,California,California Other,Chardonnay,Grayson
1652,US,Cloud Rest Vineyard,85,18.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Oak Knoll
1659,US,Sams Valley Vineyard,85,25.0,Oregon,Southern Oregon,Southern Oregon,Claret,Cliff Creek
1671,US,Sams Valley Vineyard,85,25.0,Oregon,Southern Oregon,Southern Oregon,Merlot,Cliff Creek
1672,US,Flagship,90,65.0,Oregon,Applegate Valley,Southern Oregon,Syrah,Quady North
1677,US,Julia's Vineyard,90,50.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Bonaccorsi
1678,US,Bien Nacido Vineyard,90,30.0,California,Santa Maria Valley,Central Coast,Chardonnay,Chanin
1688,US,Mimbre,90,115.0,California,Napa Valley,Napa,Cabernet Sauvignon,Piña
1689,US,Sawyer Lindquist Vineyard,90,35.0,California,Edna Valley,Central Coast,Grenache,Qupé
1690,US,Bien Nacido Cuvée,90,20.0,California,Santa Maria Valley,Central Coast,White Blend,Qupé
1710,US,Vista Verde Vineyard,86,25.0,California,San Benito County,Central Coast,Viognier,Vinum Cellars
1728,US,Steiner Creek Vineyard,92,48.0,California,San Luis Obispo County,Central Coast,Pinot Noir,Presqu'ile
1729,US,Split Rail Vineyard,92,30.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Sante Arcangeli
1730,US,Uncovered,92,35.0,Washington,Washington,Washington Other,Chardonnay,Sixto
1731,US,Subduction,92,20.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Syncline
1734,US,Some Days Are Stones Stoney Vine Vineyard,92,40.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Two Vintners
1737,US,Jack's Hill,92,22.0,California,Monterey County,Central Coast,Chardonnay,Le P'tit Paysan
1741,US,Atavus Vineyard Blanc de Noir,92,56.0,Washington,Columbia Gorge (WA),Washington Other,Pinot Noir,Analemma
1742,US,Block 10,92,45.0,California,Alexander Valley,Sonoma,Zinfandel,Bella
1749,US,De Mayo Block,92,30.0,California,Livermore Valley,Central Coast,Chardonnay,Darcie Kent Vineyards
1752,US,Late Harvest,84,10.0,Washington,Washington,Washington Other,Riesling,Washington Hills
1756,US,Bishop's Block,84,29.0,Washington,Ancient Lakes,Columbia Valley,Rhône-style Red Blend,Crayelle Cellars
1761,US,Randolph O'Neill Vineyard,84,25.0,New York,Cayuga Lake,Finger Lakes,Riesling,Silver Thread
1766,US,Dry,84,18.0,Washington,Ancient Lakes,Columbia Valley,Rosé,Cave B
1774,US,Bellarina,84,22.0,California,Knights Valley,Sonoma,Meritage,Ehret
1780,US,Stone Tree SoRhô,91,33.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Helix by Reininger
1787,US,Soberanes Vineyard,91,45.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Krutz
1788,US,Aubaine Vineyard,91,50.0,California,San Luis Obispo County,Central Coast,Pinot Noir,Loring Wine Company
1789,US,Durell Vineyard,91,40.0,California,Sonoma Coast,Sonoma,Chardonnay,Loring Wine Company
1791,US,Estate Reserve,91,60.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Manzoni
1794,US,Bouche d'Or,91,30.0,California,Carneros,Napa-Sonoma,Chardonnay,Bouchaine
1811,US,Reserve,85,14.0,California,California,California Other,Pinot Noir,Red Rock
1830,US,Blanc de Noir,84,15.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Cardwell Hill
1832,US,Secret Agent,84,10.0,California,California,California Other,Red Blend,Alias
1840,US,Bell Mountain Vineyard,84,42.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Medlock Ames
1841,US,The Other,84,13.0,California,Lodi,Central Valley,Red Blend,Peirano
1856,US,Hendry Vineyard,83,55.0,California,Napa Valley,Napa,Cabernet Sauvignon,Hendry
1858,US,Cotes du Rogue,83,29.0,Oregon,Oregon,Oregon Other,G-S-M,Merrill Cellars
1863,US,Few and Far Between Vineyard,94,300.0,California,Napa Valley,Napa,Cabernet Sauvignon,Hundred Acre
1867,US,The Brawler,93,36.0,California,Calaveras County,Sierra Foothills,Syrah-Viognier,Prospect 772
1868,US,Palengat Red Wine,93,85.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Quilceda Creek
1873,US,Métier,93,36.0,Washington,Yakima Valley,Columbia Valley,Rhône-style Red Blend,Doyenne
1878,US,Etoile Rosé,93,50.0,California,Sonoma-Napa,Napa-Sonoma,Sparkling Blend,Chandon
1881,US,Red Wine,93,50.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Chester Kidder
1883,US,Hyde Vineyard,93,55.0,California,Carneros,Napa-Sonoma,Chardonnay,Patz & Hall
1888,US,The Hellion,93,22.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Angel Vine
1893,US,Hawk Hill Vineyard,89,46.0,California,Russian River Valley,Sonoma,Chardonnay,Williams Selyem
1896,US,Reserve,89,30.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Ponzi
1910,US,Wetzel Family Estate,88,15.0,California,Alexander Valley,Sonoma,Chardonnay,Alexander Valley Vineyards
1913,US,Estate,87,14.0,Washington,Yakima Valley,Columbia Valley,Riesling,AntoLin Cellars
1914,US,Les Fauves White Hawk Vineyard,87,50.0,California,Santa Barbara,Central Coast,Syrah,Calicaro
1921,US,E Cor Si Move Tempranillo 24K Vineyard,87,26.0,Washington,Wahluke Slope,Columbia Valley,Tempranillo,Cor Cellars
1923,US,Piocho,87,32.0,California,Happy Canyon of Santa Barbara,Central Coast,Bordeaux-style Red Blend,Happy Canyon Vineyard
1929,US,Private Selection,87,11.0,California,Central Coast,Central Coast,Cabernet Sauvignon,Robert Mondavi
1936,US,Napa Cuvée,87,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,Cade
1939,US,Reserve,87,15.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Waterbrook
